ts,region_id,requests,trips,conversion_rate,avg_price,avg_proposed_price,avg_subsidy,avg_context,conversion_prob_mean,revenue,base_price,elasticity,supply,demand_supply_ratio,utilization,neigh_requests_mean,requests_forward
2025-12-01 01:15:00,0,4,3,0.75,1.503,1.878,0.375,-0.343775,0.708027,4.1339999999999995,1.8777568795041049,-1.5707010400443089,13,0.30769230766863903,0.2307692307514793,4.387799970940761,3.0
2025-12-01 01:20:00,0,3,3,1.0,1.378,1.878,0.5,0.11183333333333334,0.8138966666666666,4.1339999999999995,1.8777568795041049,-1.5707010400443089,17,0.1764705882249135,0.1764705882249135,6.4625999858993515,7.0
2025-12-01 01:25:00,0,8,7,0.875,1.378,1.878,0.5,-0.024649999999999988,0.814656375,9.645999999999999,1.8777568795041049,-1.5707010400443089,14,0.571428571387755,0.49999999996428574,1.9251999815100216,7.0
2025-12-01 01:30:00,0,3,3,1.0,1.2113333333333334,1.878,0.6666666666666666,-0.05376666666666668,0.8280276666666667,3.634,1.8777568795041049,-1.5707010400443089,17,0.1764705882249135,0.1764705882249135,3.9999999964686115,4.0
2025-12-01 01:35:00,0,1,1,1.0,1.878,1.878,0.0,-0.1506,0.586483,1.878,1.8777568795041049,-1.5707010400443089,10,0.09999999999,0.09999999999,3.9999999964686115,4.0
2025-12-01 01:40:00,0,1,1,1.0,1.378,1.878,0.5,-0.0329,0.84836,1.378,1.8777568795041049,-1.5707010400443089,14,0.07142857142346938,0.07142857142346938,2.5374000061550244,2.0
2025-12-01 01:45:00,0,2,2,1.0,1.378,1.878,0.5,-0.94075,0.6572055,2.756,1.8777568795041049,-1.5707010400443089,13,0.15384615383431952,0.15384615383431952,6.687000036072204,7.0
2025-12-01 01:50:00,0,6,5,0.8333333333333334,1.378,1.878,0.5,-0.4179,0.7531836666666667,6.39,1.8777568795041049,-1.5707010400443089,11,0.5454545454049586,0.45454545450413225,4.53740000438933,2.0
2025-12-01 01:55:00,0,7,5,0.7142857142857143,1.378,1.878,0.5,-0.0722,0.8212748571428571,6.39,1.8777568795041049,-1.5707010400443089,14,0.49999999996428574,0.35714285711734695,4.92519997886148,3.0
2025-12-01 02:00:00,0,6,5,0.8333333333333334,1.2113333333333334,1.878,0.6666666666666666,-0.006550000000000003,0.8443330000000001,5.39,1.8777568795041049,-1.5707010400443089,21,0.28571428570068025,0.23809523808390023,1.4625999903135871,4.0
2025-12-01 02:05:00,0,8,6,0.75,1.503,1.878,0.375,-0.08485000000000001,0.732722125,8.268,1.8777568795041049,-1.5707010400443089,12,0.6666666666111111,0.49999999995833333,3.7755999462957592,5.0
2025-12-01 02:10:00,0,4,3,0.75,1.628,1.878,0.25,-0.3642,0.66663675,4.6339999999999995,1.8777568795041049,-1.5707010400443089,16,0.249999999984375,0.18749999998828126,3.462599988547893,5.0
2025-12-01 02:15:00,0,3,1,0.3333333333333333,1.378,1.878,0.5,0.1489,0.8260593333333333,0.878,1.8777568795041049,-1.5707010400443089,12,0.24999999997916666,0.08333333332638888,3.387799971823608,5.0
2025-12-01 02:20:00,0,7,5,0.7142857142857143,1.235142857142857,1.878,0.6428571428571429,-0.3379571428571429,0.7912592857142856,5.39,1.8777568795041049,-1.5707010400443089,13,0.5384615384201183,0.3846153845857988,3.462599988547893,5.0
2025-12-01 02:25:00,0,7,5,0.7142857142857143,1.235142857142857,1.878,0.6428571428571429,0.31420000000000003,0.8969961428571428,5.39,1.8777568795041049,-1.5707010400443089,10,0.69999999993,0.49999999995,5.462599986782199,1.0
2025-12-01 02:30:00,0,4,2,0.5,1.378,1.878,0.5,0.021275000000000002,0.83977325,2.756,1.8777568795041049,-1.5707010400443089,12,0.33333333330555553,0.16666666665277777,2.9251999806271742,1.0
2025-12-01 02:35:00,0,4,2,0.5,1.503,1.878,0.375,-0.014849999999999988,0.73549425,2.256,1.8777568795041049,-1.5707010400443089,7,0.5714285713469388,0.2857142856734694,3.149600030800027,5.0
2025-12-01 02:40:00,0,2,2,1.0,1.128,1.878,0.75,-0.4055,0.8767389999999999,2.256,1.8777568795041049,-1.5707010400443089,16,0.1249999999921875,0.1249999999921875,3.925199979744327,5.0
2025-12-01 02:45:00,0,7,7,1.0,1.3065714285714285,1.878,0.5714285714285714,0.03642857142857142,0.8552611428571428,9.145999999999999,1.8777568795041049,-1.5707010400443089,9,0.777777777691358,0.777777777691358,2.46259998943074,2.0
2025-12-01 02:50:00,0,2,2,1.0,0.878,1.878,1.0,0.3808,0.9665085,1.756,1.8777568795041049,-1.5707010400443089,5,0.39999999992,0.39999999992,3.537400005272177,6.0
2025-12-01 02:55:00,0,3,3,1.0,1.2113333333333334,1.878,0.6666666666666666,-0.25589999999999996,0.8098773333333332,3.634,1.8777568795041049,-1.5707010400443089,16,0.18749999998828126,0.18749999998828126,3.537400005272177,4.0
2025-12-01 03:00:00,0,4,3,0.75,1.378,1.878,0.5,-0.05719999999999999,0.8167465,4.1339999999999995,1.8777568795041049,-1.5707010400443089,15,0.2666666666488889,0.19999999998666668,2.999999997351458,3.0
2025-12-01 03:05:00,0,5,5,1.0,1.378,1.8779999999999997,0.5,-0.017399999999999992,0.7596486,6.89,1.8777568795041049,-1.5707010400443089,18,0.2777777777623457,0.2777777777623457,3.462599988547893,4.0
2025-12-01 03:10:00,0,5,3,0.6,1.478,1.8779999999999997,0.4,-0.015420000000000007,0.7594795999999999,4.134,1.8777568795041049,-1.5707010400443089,8,0.624999999921875,0.374999999953125,4.92519997886148,1.0
2025-12-01 03:15:00,0,5,4,0.8,1.278,1.8779999999999997,0.6,-0.4742,0.7705987999999999,4.512,1.8777568795041049,-1.5707010400443089,9,0.5555555554938272,0.4444444443950617,3.0748000140757425,5.0
2025-12-01 03:20:00,0,5,3,0.6,1.278,1.8779999999999997,0.6,-0.18068,0.8212489999999999,3.134,1.8777568795041049,-1.5707010400443089,16,0.31249999998046873,0.18749999998828126,3.149600030800027,2.0
2025-12-01 03:25:00,0,1,1,1.0,1.378,1.878,0.5,0.2766,0.884048,1.378,1.8777568795041049,-1.5707010400443089,17,0.0588235294083045,0.0588235294083045,2.5374000061550244,3.0
2025-12-01 03:30:00,0,1,1,1.0,1.378,1.878,0.5,-0.0362,0.847942,1.378,1.8777568795041049,-1.5707010400443089,16,0.06249999999609375,0.06249999999609375,4.462599987665046,4.0
2025-12-01 03:35:00,0,5,4,0.8,1.278,1.8779999999999997,0.6,0.17196,0.8522788,4.512,1.8777568795041049,-1.5707010400443089,14,0.35714285711734695,0.2857142856938775,4.999999995585764,2.0
2025-12-01 03:40:00,0,5,5,1.0,1.178,1.8779999999999997,0.7,0.2017,0.9114844,5.89,1.8777568795041049,-1.5707010400443089,16,0.31249999998046873,0.31249999998046873,6.0748000114272,5.0
2025-12-01 03:45:00,0,2,2,1.0,1.128,1.878,0.75,0.06935000000000001,0.8989675,2.256,1.8777568795041049,-1.5707010400443089,13,0.15384615383431952,0.15384615383431952,4.53740000438933,4.0
2025-12-01 03:50:00,0,6,5,0.8333333333333334,1.2113333333333334,1.878,0.6666666666666666,0.10458333333333332,0.842905,5.39,1.8777568795041049,-1.5707010400443089,16,0.3749999999765625,0.31249999998046873,4.999999995585764,9.0
2025-12-01 03:55:00,0,4,3,0.75,1.628,1.878,0.25,0.663175,0.8444245,4.6339999999999995,1.8777568795041049,-1.5707010400443089,9,0.4444444443950617,0.3333333332962963,5.31299995333363,3.0
2025-12-01 04:00:00,0,3,3,1.0,1.0446666666666666,1.878,0.8333333333333334,0.3960666666666666,0.9499813333333332,3.134,1.8777568795041049,-1.5707010400443089,18,0.1666666666574074,0.1666666666574074,3.312999955099324,3.0
2025-12-01 04:05:00,0,4,2,0.5,1.628,1.878,0.25,0.48092500000000005,0.77597375,2.756,1.8777568795041049,-1.5707010400443089,12,0.33333333330555553,0.16666666665277777,1.9999999982343057,1.0
2025-12-01 04:10:00,0,1,1,1.0,0.878,1.878,1.0,0.7958,0.97823,0.878,1.8777568795041049,-1.5707010400443089,14,0.07142857142346938,0.07142857142346938,3.0748000140757425,6.0
2025-12-01 04:15:00,0,5,4,0.8,1.278,1.8779999999999997,0.6,-0.32016,0.7847768,5.512,1.8777568795041049,-1.5707010400443089,11,0.45454545450413225,0.36363636360330576,1.9251999815100216,8.0
2025-12-01 04:20:00,0,2,2,1.0,1.378,1.878,0.5,0.4365,0.8224,2.756,1.8777568795041049,-1.5707010400443089,12,0.16666666665277777,0.16666666665277777,3.387799971823608,5.0
2025-12-01 04:25:00,0,3,2,0.6666666666666666,1.3780000000000001,1.878,0.5,0.1908,0.7970113333333334,2.256,1.8777568795041049,-1.5707010400443089,12,0.24999999997916666,0.16666666665277777,2.46259998943074,5.0
2025-12-01 04:30:00,0,4,4,1.0,1.503,1.878,0.375,-0.149325,0.7219450000000001,6.012,1.8777568795041049,-1.5707010400443089,20,0.19999999999,0.19999999999,2.999999997351458,7.0
2025-12-01 04:35:00,0,2,2,1.0,1.628,1.878,0.25,0.50995,0.80477,3.256,1.8777568795041049,-1.5707010400443089,12,0.16666666665277777,0.16666666665277777,2.85039996390289,3.0
2025-12-01 04:40:00,0,5,3,0.6,1.378,1.8779999999999997,0.5,-0.1867,0.7535688,4.134,1.8777568795041049,-1.5707010400443089,12,0.41666666663194446,0.24999999997916666,3.850399963020043,4.0
2025-12-01 04:45:00,0,4,4,1.0,1.253,1.878,0.625,0.32754999999999995,0.895493,5.012,1.8777568795041049,-1.5707010400443089,17,0.235294117633218,0.235294117633218,2.5374000061550244,2.0
2025-12-01 04:50:00,0,9,9,1.0,1.4335555555555555,1.8779999999999997,0.4444444444444444,0.025155555555555546,0.7775988888888888,12.902,1.8777568795041049,-1.5707010400443089,17,0.5294117646747405,0.5294117646747405,2.3877999727064556,2.0
2025-12-01 04:55:00,0,3,2,0.6666666666666666,1.5446666666666664,1.878,0.3333333333333333,0.10370000000000001,0.688644,2.756,1.8777568795041049,-1.5707010400443089,9,0.3333333332962963,0.22222222219753085,3.462599988547893,4.0
2025-12-01 05:00:00,0,3,3,1.0,1.2113333333333334,1.878,0.6666666666666666,0.16,0.8187103333333333,3.634,1.8777568795041049,-1.5707010400443089,12,0.24999999997916666,0.24999999997916666,0.9999999991171529,3.0
2025-12-01 05:05:00,0,1,1,1.0,0.878,1.878,1.0,-0.4636,0.927292,0.878,1.8777568795041049,-1.5707010400443089,16,0.06249999999609375,0.06249999999609375,2.999999997351458,5.0
2025-12-01 05:10:00,0,6,4,0.6666666666666666,1.2946666666666666,1.878,0.5833333333333334,0.12561666666666665,0.8091113333333334,4.512,1.8777568795041049,-1.5707010400443089,11,0.5454545454049586,0.36363636360330576,3.0748000140757425,1.0
2025-12-01 05:15:00,0,8,8,1.0,1.253,1.878,0.625,0.29510000000000003,0.8790218750000001,10.024,1.8777568795041049,-1.5707010400443089,15,0.5333333332977778,0.5333333332977778,3.925199979744327,5.0
2025-12-01 05:20:00,0,5,4,0.8,1.0779999999999998,1.8779999999999997,0.8,-0.47302,0.817278,4.012,1.8777568795041049,-1.5707010400443089,12,0.41666666663194446,0.33333333330555553,2.9251999806271742,2.0
2025-12-01 05:25:00,0,5,5,1.0,1.378,1.8779999999999997,0.5,0.07796,0.8314228,6.89,1.8777568795041049,-1.5707010400443089,9,0.5555555554938272,0.5555555554938272,3.537400005272177,5.0
2025-12-01 05:30:00,0,7,6,0.8571428571428571,1.3065714285714285,1.878,0.5714285714285714,0.06534285714285715,0.8111641428571429,7.268,1.8777568795041049,-1.5707010400443089,10,0.69999999993,0.59999999994,2.3877999727064556,2.0
2025-12-01 05:35:00,0,3,2,0.6666666666666666,1.7113333333333332,1.878,0.16666666666666666,-0.5084666666666666,0.574545,3.256,1.8777568795041049,-1.5707010400443089,14,0.21428571427040816,0.14285714284693876,4.149600029917179,2.0
2025-12-01 05:40:00,0,4,3,0.75,1.378,1.878,0.5,-0.021324999999999983,0.795161,3.634,1.8777568795041049,-1.5707010400443089,14,0.2857142856938775,0.21428571427040816,0.9999999991171529,6.0
2025-12-01 05:45:00,0,2,2,1.0,1.128,1.878,0.75,0.9954000000000001,0.9487205000000001,2.256,1.8777568795041049,-1.5707010400443089,19,0.10526315788919667,0.10526315788919667,3.312999955099324,3.0
2025-12-01 05:50:00,0,2,1,0.5,1.378,1.878,0.5,-0.31235,0.7390825,0.878,1.8777568795041049,-1.5707010400443089,16,0.1249999999921875,0.06249999999609375,3.149600030800027,2.0
2025-12-01 05:55:00,0,4,3,0.75,1.1280000000000001,1.878,0.75,0.050625,0.902712,3.134,1.8777568795041049,-1.5707010400443089,10,0.39999999996,0.29999999997,2.46259998943074,3.0
2025-12-01 06:00:00,0,3,2,0.6666666666666666,1.5446666666666664,1.878,0.3333333333333333,-0.07763333333333333,0.7424563333333333,2.756,1.8777568795041049,-1.5707010400443089,10,0.29999999997,0.19999999998,2.5374000061550244,5.0
2025-12-01 06:05:00,0,5,5,1.0,1.278,1.8779999999999997,0.6,-0.09770000000000001,0.8428967999999999,6.39,1.8777568795041049,-1.5707010400443089,12,0.41666666663194446,0.41666666663194446,1.9999999982343057,4.0
2025-12-01 06:10:00,0,1,1,1.0,1.378,1.878,0.5,0.0305,0.856339,1.378,1.8777568795041049,-1.5707010400443089,20,0.0499999999975,0.0499999999975,0.4625999911964343,2.0
2025-12-01 06:15:00,0,5,5,1.0,1.5779999999999998,1.8779999999999997,0.3,-0.02395999999999998,0.745763,7.89,1.8777568795041049,-1.5707010400443089,13,0.3846153845857988,0.3846153845857988,4.387799970940761,2.0
2025-12-01 06:20:00,0,2,2,1.0,1.628,1.878,0.25,-0.2464,0.698758,3.256,1.8777568795041049,-1.5707010400443089,11,0.18181818180165288,0.18181818180165288,1.9999999982343057,1.0
2025-12-01 06:25:00,0,5,4,0.8,1.5779999999999998,1.8779999999999997,0.3,0.26430000000000003,0.7801278,6.012,1.8777568795041049,-1.5707010400443089,12,0.41666666663194446,0.33333333330555553,3.312999955099324,5.0
2025-12-01 06:30:00,0,2,2,1.0,1.628,1.878,0.25,0.11444999999999997,0.7139705000000001,3.256,1.8777568795041049,-1.5707010400443089,14,0.14285714284693876,0.14285714284693876,3.312999955099324,4.0
2025-12-01 06:35:00,0,2,2,1.0,1.378,1.878,0.5,0.09260000000000002,0.770278,2.756,1.8777568795041049,-1.5707010400443089,20,0.099999999995,0.099999999995,2.149600031682874,7.0
2025-12-01 06:40:00,0,6,6,1.0,1.5446666666666664,1.878,0.3333333333333333,-0.43226666666666674,0.6817253333333332,9.267999999999999,1.8777568795041049,-1.5707010400443089,12,0.49999999995833333,0.49999999995833333,1.9999999982343057,2.0
2025-12-01 06:45:00,0,3,3,1.0,1.2113333333333334,1.878,0.6666666666666666,0.05663333333333335,0.8833706666666666,3.634,1.8777568795041049,-1.5707010400443089,13,0.2307692307514793,0.2307692307514793,1.5374000070378713,6.0
2025-12-01 06:50:00,0,2,2,1.0,1.128,1.878,0.75,0.0958,0.886064,2.256,1.8777568795041049,-1.5707010400443089,15,0.13333333332444444,0.13333333332444444,5.074800012310049,3.0
2025-12-01 06:55:00,0,3,2,0.6666666666666666,1.3780000000000001,1.878,0.5,-0.7711666666666668,0.6834556666666667,2.256,1.8777568795041049,-1.5707010400443089,17,0.1764705882249135,0.117647058816609,0.9251999823928686,4.0
2025-12-01 07:00:00,0,5,3,0.6,1.6779999999999997,1.8779999999999997,0.2,0.35358,0.7737908,4.6339999999999995,1.8777568795041049,-1.5707010400443089,11,0.45454545450413225,0.2727272727024793,2.0748000149585897,1.0
2025-12-01 07:05:00,0,4,4,1.0,1.1280000000000001,1.878,0.75,0.19002499999999997,0.8773025,4.5120000000000005,1.8777568795041049,-1.5707010400443089,11,0.36363636360330576,0.36363636360330576,2.5374000061550244,4.0
2025-12-01 07:15:00,0,2,2,1.0,1.128,1.878,0.75,-0.06445,0.9042319999999999,2.256,1.8777568795041049,-1.5707010400443089,10,0.19999999998,0.19999999998,3.925199979744327,3.0
2025-12-01 07:20:00,0,2,2,1.0,1.378,1.878,0.5,-0.20850000000000002,0.7326954999999999,2.756,1.8777568795041049,-1.5707010400443089,16,0.1249999999921875,0.1249999999921875,4.999999995585764,5.0
2025-12-01 07:30:00,0,1,1,1.0,1.878,1.878,0.0,-1.0311,0.370266,1.878,1.8777568795041049,-1.5707010400443089,16,0.06249999999609375,0.06249999999609375,3.9999999964686115,1.0
2025-12-01 07:35:00,0,5,4,0.8,1.378,1.8779999999999997,0.5,-0.2487,0.7497702,5.012,1.8777568795041049,-1.5707010400443089,13,0.3846153845857988,0.30769230766863903,1.9251999815100216,2.0
2025-12-01 07:40:00,0,4,3,0.75,1.628,1.878,0.25,0.3337,0.7911435,4.6339999999999995,1.8777568795041049,-1.5707010400443089,13,0.30769230766863903,0.2307692307514793,2.3877999727064556,1.0
2025-12-01 07:45:00,0,7,6,0.8571428571428571,1.4494285714285713,1.878,0.42857142857142855,0.12460000000000002,0.8183224285714286,8.267999999999999,1.8777568795041049,-1.5707010400443089,9,0.777777777691358,0.6666666665925925,2.9251999806271742,1.0
2025-12-01 07:55:00,0,2,2,1.0,1.628,1.878,0.25,0.745,0.8356285,3.256,1.8777568795041049,-1.5707010400443089,15,0.13333333332444444,0.13333333332444444,1.9251999815100216,1.0
2025-12-01 08:00:00,0,6,5,0.8333333333333334,1.4613333333333332,1.878,0.4166666666666667,0.062366666666666674,0.8097728333333333,7.39,1.8777568795041049,-1.5707010400443089,16,0.3749999999765625,0.31249999998046873,1.9251999815100216,4.0
2025-12-01 08:05:00,0,3,2,0.6666666666666666,1.2113333333333334,1.878,0.6666666666666666,-0.23779999999999998,0.8510703333333334,1.756,1.8777568795041049,-1.5707010400443089,19,0.157894736833795,0.10526315788919667,2.85039996390289,1.0
2025-12-01 08:10:00,0,4,1,0.25,1.378,1.878,0.5,-0.525,0.75983475,1.378,1.8777568795041049,-1.5707010400443089,23,0.17391304347069944,0.04347826086767486,2.999999997351458,1.0
2025-12-01 08:15:00,0,1,1,1.0,0.878,1.878,1.0,0.5256,0.971669,0.878,1.8777568795041049,-1.5707010400443089,15,0.06666666666222222,0.06666666666222222,1.9251999815100216,1.0
2025-12-01 08:20:00,0,4,4,1.0,1.253,1.878,0.625,0.508425,0.90449575,5.012,1.8777568795041049,-1.5707010400443089,14,0.2857142856938775,0.2857142856938775,0.9999999991171529,2.0
2025-12-01 08:30:00,0,3,2,0.6666666666666666,1.5446666666666664,1.878,0.3333333333333333,0.2769,0.7890526666666666,2.756,1.8777568795041049,-1.5707010400443089,11,0.2727272727024793,0.18181818180165288,1.5374000070378713,1.0
2025-12-01 08:35:00,0,5,4,0.8,1.478,1.8779999999999997,0.4,-0.04596,0.776397,5.512,1.8777568795041049,-1.5707010400443089,9,0.5555555554938272,0.4444444443950617,2.85039996390289,2.0
2025-12-01 08:40:00,0,1,1,1.0,1.378,1.878,0.5,-0.4071,0.793737,1.378,1.8777568795041049,-1.5707010400443089,13,0.07692307691715976,0.07692307691715976,2.9251999806271742,2.0
2025-12-01 08:45:00,0,2,2,1.0,0.878,1.878,1.0,-0.43695,0.9258545,1.756,1.8777568795041049,-1.5707010400443089,16,0.1249999999921875,0.1249999999921875,1.9999999982343057,2.0
2025-12-01 08:50:00,0,1,0,0.0,1.878,1.878,0.0,-0.539,0.490262,0.0,1.8777568795041049,-1.5707010400443089,13,0.07692307691715976,0.0,3.537400005272177,1.0
2025-12-01 08:55:00,0,1,1,1.0,1.878,1.878,0.0,-0.199,0.574687,1.878,1.8777568795041049,-1.5707010400443089,13,0.07692307691715976,0.07692307691715976,0.9251999823928686,4.0
2025-12-01 09:00:00,0,1,1,1.0,0.878,1.878,1.0,0.6515,0.974935,0.878,1.8777568795041049,-1.5707010400443089,13,0.07692307691715976,0.07692307691715976,1.9999999982343057,1.0
2025-12-01 09:05:00,0,4,3,0.75,1.503,1.878,0.375,-0.48225,0.68639725,4.6339999999999995,1.8777568795041049,-1.5707010400443089,13,0.30769230766863903,0.2307692307514793,0.4625999911964343,1.0
2025-12-01 09:10:00,0,1,0,0.0,1.878,1.878,0.0,-0.6579,0.460605,0.0,1.8777568795041049,-1.5707010400443089,12,0.08333333332638888,0.0,0.4625999911964343,2.0
2025-12-01 09:15:00,0,1,1,1.0,1.378,1.878,0.5,-0.0032,0.852138,1.378,1.8777568795041049,-1.5707010400443089,10,0.09999999999,0.09999999999,0.4625999911964343,2.0
2025-12-01 09:25:00,0,1,1,1.0,1.378,1.878,0.5,0.3568,0.892021,1.378,1.8777568795041049,-1.5707010400443089,23,0.04347826086767486,0.04347826086767486,1.5374000070378713,3.0
2025-12-01 09:35:00,0,2,2,1.0,1.628,1.878,0.25,0.18560000000000001,0.7633675,3.256,1.8777568795041049,-1.5707010400443089,10,0.19999999998,0.19999999998,1.9251999815100216,3.0
2025-12-01 09:40:00,0,1,1,1.0,1.378,1.878,0.5,-0.4473,0.787086,1.378,1.8777568795041049,-1.5707010400443089,12,0.08333333332638888,0.08333333332638888,0.0,2.0
2025-12-01 09:45:00,0,2,2,1.0,1.378,1.878,0.5,-0.21775,0.821169,2.756,1.8777568795041049,-1.5707010400443089,11,0.18181818180165288,0.18181818180165288,2.999999997351458,1.0
2025-12-01 09:50:00,0,2,1,0.5,1.628,1.878,0.25,-0.33140000000000003,0.6034325,1.378,1.8777568795041049,-1.5707010400443089,12,0.16666666665277777,0.08333333332638888,1.5374000070378713,1.0
2025-12-01 09:55:00,0,2,2,1.0,1.128,1.878,0.75,0.13345,0.9207745,2.256,1.8777568795041049,-1.5707010400443089,22,0.09090909090495868,0.09090909090495868,2.0748000149585897,3.0
2025-12-01 10:00:00,0,1,1,1.0,1.878,1.878,0.0,-0.3525,0.536799,1.878,1.8777568795041049,-1.5707010400443089,13,0.07692307691715976,0.07692307691715976,0.9999999991171529,1.0
2025-12-01 10:05:00,0,4,3,0.75,1.128,1.878,0.75,0.08785000000000001,0.9087535,3.134,1.8777568795041049,-1.5707010400443089,16,0.249999999984375,0.18749999998828126,1.5374000070378713,2.0
2025-12-01 10:10:00,0,1,0,0.0,1.878,1.878,0.0,0.7429,0.776077,0.0,1.8777568795041049,-1.5707010400443089,13,0.07692307691715976,0.0,2.0748000149585897,3.0
2025-12-01 10:15:00,0,1,0,0.0,1.378,1.878,0.5,-0.3412,0.804321,0.0,1.8777568795041049,-1.5707010400443089,12,0.08333333332638888,0.0,2.9251999806271742,3.0
2025-12-01 10:20:00,0,2,2,1.0,0.878,1.878,1.0,0.20475,0.9602235,1.756,1.8777568795041049,-1.5707010400443089,13,0.15384615383431952,0.15384615383431952,2.5374000061550244,2.0
2025-12-01 10:25:00,0,2,2,1.0,1.378,1.878,0.5,0.39325,0.868447,2.756,1.8777568795041049,-1.5707010400443089,10,0.19999999998,0.19999999998,1.387799973589303,1.0
2025-12-01 10:30:00,0,3,3,1.0,1.7113333333333332,1.878,0.16666666666666666,-0.24243333333333336,0.6547033333333334,5.1339999999999995,1.8777568795041049,-1.5707010400443089,14,0.21428571427040816,0.21428571427040816,2.46259998943074,5.0
2025-12-01 10:50:00,0,3,2,0.6666666666666666,1.378,1.878,0.5,0.013233333333333333,0.8124373333333333,2.756,1.8777568795041049,-1.5707010400443089,13,0.2307692307514793,0.15384615383431952,1.387799973589303,1.0
2025-12-01 10:55:00,0,2,2,1.0,1.628,1.878,0.25,-0.011799999999999977,0.7157855,3.256,1.8777568795041049,-1.5707010400443089,15,0.13333333332444444,0.13333333332444444,2.6122000228793087,3.0
2025-12-01 11:00:00,0,1,0,0.0,1.878,1.878,0.0,0.1542,0.657949,0.0,1.8777568795041049,-1.5707010400443089,14,0.07142857142346938,0.0,2.46259998943074,2.0
2025-12-01 11:05:00,0,1,0,0.0,1.378,1.878,0.5,0.1448,0.86984,0.0,1.8777568795041049,-1.5707010400443089,18,0.05555555555246913,0.0,1.387799973589303,2.0
2025-12-01 11:15:00,0,3,3,1.0,1.378,1.878,0.5,0.19926666666666668,0.8263506666666668,4.1339999999999995,1.8777568795041049,-1.5707010400443089,13,0.2307692307514793,0.2307692307514793,1.9251999815100216,5.0
2025-12-01 11:25:00,0,1,1,1.0,0.878,1.878,1.0,0.0328,0.954446,0.878,1.8777568795041049,-1.5707010400443089,16,0.06249999999609375,0.06249999999609375,1.4625999903135871,2.0
2025-12-01 11:30:00,0,2,1,0.5,1.628,1.878,0.25,-0.02149999999999999,0.710127,1.378,1.8777568795041049,-1.5707010400443089,11,0.18181818180165288,0.09090909090082644,1.5374000070378713,1.0
